epoch,train_loss,test_loss,train_f1,test_f1,fold
18,0.8875150162879735,0.44254767727208966,0.5314946331202861,0.5104906884079804,2
19,0.8605041441852099,0.4617580206489269,0.5436018582999794,0.57972846378341,2
20,0.8669580655555202,0.5027851773718784,0.5402360324999562,0.6093615868226663,2
21,0.9007525015095054,0.4667383303671694,0.5112226838579683,0.586082476515376,2
22,0.8611530413366344,0.4159913816143651,0.5487219689333064,0.5783118436177058,2
23,0.8602934367036166,0.4227979379472828,0.5455639435630086,0.628842569647293,2
24,0.8282325641749656,0.7176549052325856,0.5463827240195207,0.6004080794024804,2
25,0.9190546469601322,0.4911058663581694,0.5230438510531731,0.6242098479657164,2
1,1.5047344474487654,0.8235847917768484,0.33636795000676867,0.43531974552639086,3
2,1.211864345530941,0.7109199689881676,0.42086048193977477,0.45420194845132816,3
3,1.1779801859703238,0.6382055713367772,0.4527763125701548,0.4192503788666239,3
4,1.0905671133842643,0.7530001975337156,0.4734502320201306,0.39121226946264104,3
5,1.05400444971372,0.5866608280480807,0.46878942823772873,0.5231608707393455,3
6,0.973089575059882,0.5429633770144836,0.49551031587572336,0.5527098038791148,3
7,1.0334776224066677,0.534658143232139,0.5167137273098082,0.537168948751596,3
8,0.9741013756081394,0.5508265396413246,0.4990625073796065,0.5017532363430889,3
9,0.9570056981692031,0.5660294101146174,0.525159973995796,0.5348501418949922,3
10,0.935625939499842,0.5521368350243278,0.5054337361152532,0.5666138375258947,3
11,0.9405564437718152,0.5568303953604244,0.5136093381889302,0.4844742059066696,3
12,0.9535233476934912,0.5987376300328611,0.5256597825811429,0.5737694016676427,3
13,0.9590546607426856,0.5187649396171545,0.4953194376514184,0.5656790336194729,3
14,0.8857796259666687,0.6063469176306653,0.5547734425576457,0.5230273997979586,3
15,0.883628152821162,0.5848035548304563,0.5207768870701783,0.5016944026838334,3
16,0.9501998226392214,0.5394787634765453,0.5126016260373674,0.583816758537451,3
17,0.932075029965405,0.5096364995316557,0.536315087049113,0.5826552190805366,3
18,0.9081105940418156,0.6289996353320273,0.5222671912272223,0.4658924915430599,3
19,0.874408657474605,0.4637073981226635,0.5530259425425992,0.58742520648925,3
20,0.9130022857831493,0.4947059509621923,0.5218361836236869,0.6071079449106114,3
21,0.862760914678443,0.4719623456278329,0.5528190568050504,0.6135849733924194,3
22,0.903528784834631,0.49234481020089943,0.5440560994157779,0.6295513676872023,3
23,0.8344260995246504,0.44564496701280204,0.5565868493358619,0.5770139740376732,3
24,0.8522686271362653,0.5288074367698384,0.5485538755007147,0.5291554485586262,3
25,0.8458441895981358,0.4765129691582357,0.5471474751690116,0.5965092231039555,3
1,1.4285312625371158,0.8070163642357646,0.36051409019068636,0.3730770538561965,4
2,1.2877288942467677,0.6253293707925942,0.39351115094833905,0.42949283457989257,4
3,1.135442121170427,0.8237926432934387,0.4398927966310144,0.4331673995313947,4
4,1.024693921711891,0.6453947527487328,0.481921696646057,0.5197606295462469,4
5,1.0643289805547287,0.8566873666355336,0.45942619611366503,0.34681399745179764,4
6,1.043790235802463,0.6730843584242207,0.4579689556098837,0.4422975127070697,4
7,1.0131083820508495,0.5661330116160173,0.49275281148388295,0.5134551997710763,4
8,0.9466505770813929,0.5966334511462933,0.48556377423394115,0.49137980320485347,4
9,0.9634111870641577,0.601641208129225,0.48366232914204904,0.5146997269856597,4
10,0.9781250148059026,0.5733208159696468,0.4848784815400008,0.590152128165355,4
11,0.9222444405838779,0.5172384939066235,0.5199160265177301,0.6079312547139601,4
12,0.9284589309126274,0.5135602597521799,0.5036799908702252,0.5128225982307881,4
13,0.9420325078920687,0.5259386163947243,0.46626546968943255,0.5692863643028911,4
14,0.9090338917083391,0.592008579549613,0.5230779920193507,0.4755509172798388,4
15,0.9341244355184303,0.561356485176021,0.5176076559867975,0.5969015380396041,4
16,0.8644048219946422,0.4938206859682116,0.5479747781862787,0.5948552699683225,4
17,0.8744454859598586,0.5853437179083625,0.5411657657149525,0.5338355916573089,4
18,0.94381204794531,0.5553374349308188,0.5119259907173563,0.5575898728507175,4
19,0.8467553567396451,0.5383436972691662,0.5341647626823331,0.5817769687826795,4
20,0.8781914263555448,0.5709303574605932,0.5103792705170379,0.566649157286297,4
21,0.9467157335858367,0.5805740446002109,0.5261713303826119,0.4494829544371856,4
22,0.8822460854978866,0.49084259147399956,0.5411323998337685,0.5752766453661897,4
23,0.8416872988552808,0.46847781386069776,0.5689286290081894,0.5501006279544314,4
24,0.8931899598200027,0.5205679557556916,0.5338783211520669,0.5677746907238607,4
25,0.8426934301581013,0.4899950003935879,0.5295194288049889,0.5900229703711555,4
