epoch,train_loss,eval_loss,eval_f1,fold
2,0.5063467431422238,0.3953301994520762,0.7697823213055173,3
3,0.4360165765296379,0.2530798645761593,0.8115697852011725,3
4,0.31503854542970655,0.16097506722992957,0.9103823320799448,3
5,0.2456910857054741,0.15076222676584597,0.9010000155804954,3
6,0.22520702497599876,0.14942323413534495,0.8870360431971424,3
7,0.28114479124273883,0.21028092175467158,0.8475771179927085,3
8,0.19606788006683462,0.22591639537120772,0.8815387975938436,3
9,0.24932639469566956,0.19743688057357245,0.8494470890207728,3
10,0.15019322351114528,0.18185394803927002,0.9053943036266846,3
11,0.14808826649297863,0.2729016341681046,0.8268068973779564,3
12,0.23841431262014118,0.17000423993666738,0.8882067614306961,3
13,0.2144229941784519,0.16603404234105576,0.8693633150463568,3
14,0.13962004785532275,0.17195797433916624,0.893555330011353,3
15,0.1409983285502892,0.13792266973108736,0.9338197637032266,3
16,0.11726291133388536,0.14030234647533385,0.8804444564783793,3
17,0.09204562433046974,0.20768889576990562,0.9148387339026609,3
18,0.11272968677761348,0.176429923066571,0.9149545790553335,3
19,0.12074092798377281,0.13588182305320382,0.9409608413439832,3
20,0.1264099682200717,0.1655525518070491,0.9268754565050862,3
21,0.1361184999448796,0.19219521302717077,0.9263315795013136,3
22,0.15222263519129117,0.21391717094644544,0.9014623338325075,3
23,0.17252574499067105,0.12334701864745203,0.9429303312364328,3
24,0.13110924690587608,0.1464717209546008,0.9197116659584305,3
25,0.17816618080825022,0.1361483166409721,0.9236866119927135,3
1,1.0240549209999712,0.6281738977886097,0.6632428291812505,4
2,0.5257653557138355,0.3971296964499289,0.7670552335449338,4
3,0.39721002673993916,0.31922962703151286,0.8171915458392808,4
4,0.36701570863593114,0.3103332067626976,0.8619974930194733,4
5,0.31907399337585657,0.27123832623636046,0.8472573673806602,4
6,0.265653923589345,0.21212059590911025,0.8787912682231706,4
7,0.270596792218892,0.20434027326368204,0.8440182575534189,4
8,0.21412913704027323,0.18994316074595372,0.8756835383299241,4
9,0.19093811709059563,0.1793427105730832,0.8862725124931061,4
10,0.213604045485797,0.19396824456414125,0.8814754048579543,4
11,0.13864854611796604,0.1629013431299362,0.8974887625171548,4
12,0.15863374512489528,0.16262859152762987,0.915070611205567,4
13,0.18377053225965806,0.24370603848093783,0.8181179574502905,4
14,0.16955057464233816,0.20497674617781841,0.9034650223934099,4
15,0.17504479996009503,0.21177986624030912,0.864440414591066,4
16,0.1432757306656881,0.12980786272164152,0.9301777663320174,4
17,0.10568042526438357,0.14659955480633563,0.9432073341040486,4
18,0.11789231516386821,0.14165562764916848,0.9328174409161439,4
19,0.13797276609632522,0.17439512720768266,0.9160055717699971,4
20,0.148221383272717,0.17524571530350655,0.9281595930922055,4
21,0.11107233912773329,0.12229104156238138,0.9426153160372822,4
22,0.1330963588196393,0.1549296204334421,0.9405523715049193,4
23,0.10603785919850547,0.13808073852614752,0.9021964249197253,4
24,0.10986126002315517,0.13822694524690182,0.9219732266972913,4
25,0.1168629395499077,0.17935030483753528,0.8764428022219648,4
